id,subject,body,label,email_text
282,Congratulations! You Are Selected for a Cash Prize,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://bankofamerica-alert.info/verify immediately and enter your password to secure your account.",phishing,"Congratulations! You Are Selected for a Cash Prize Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://bankofamerica-alert.info/verify immediately and enter your password to secure your account."
283,Your Netflix Subscription Payment Failed,Your Apple ID has been locked for security reasons. Click http://irs-refund-claim.online/verify and sign in with your Apple ID and password to unlock your account instantly.,phishing,Your Netflix Subscription Payment Failed Your Apple ID has been locked for security reasons. Click http://irs-refund-claim.online/verify and sign in with your Apple ID and password to unlock your account instantly.
284,Immediate Action Needed: Tax Refund Pending,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://paypal-update-info.net/confirm immediately and enter your password to secure your account.",phishing,"Immediate Action Needed: Tax Refund Pending Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://paypal-update-info.net/confirm immediately and enter your password to secure your account."
285,Security Alert: Unusual Sign-in Activity Detected,Your Apple ID has been locked for security reasons. Click http://secure-verify-account.com/login and sign in with your Apple ID and password to unlock your account instantly.,phishing,Security Alert: Unusual Sign-in Activity Detected Your Apple ID has been locked for security reasons. Click http://secure-verify-account.com/login and sign in with your Apple ID and password to unlock your account instantly.
286,Action Required: Verify Your Bank Account Now,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://irs-refund-claim.online/verify",phishing,"Action Required: Verify Your Bank Account Now Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://irs-refund-claim.online/verify"
287,Congratulations on Your Promotion,Congratulations on your well-deserved promotion to Senior Engineer! The whole team is proud of your hard work this year.,legitimate,Congratulations on Your Promotion Congratulations on your well-deserved promotion to Senior Engineer! The whole team is proud of your hard work this year.
288,Your Apple ID Has Been Locked,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://bankofamerica-alert.info/verify by end of day.",phishing,"Your Apple ID Has Been Locked As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://bankofamerica-alert.info/verify by end of day."
289,Welcome to the Team!,Please find attached invoice #4629 for services rendered last month. Let us know if you have any questions regarding the charges.,legitimate,Welcome to the Team! Please find attached invoice #4629 for services rendered last month. Let us know if you have any questions regarding the charges.
290,Security Alert: Unusual Sign-in Activity Detected,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://apple-id-unlock.co/signin immediately and enter your password to secure your account.",phishing,"Security Alert: Unusual Sign-in Activity Detected Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://apple-id-unlock.co/signin immediately and enter your password to secure your account."
291,Project Status Update - Q3 Report,"Hi, your recent order #7248 has shipped and is expected to arrive within 3-5 business days. You can track it using the tracking number provided in your account.",legitimate,"Project Status Update - Q3 Report Hi, your recent order #7248 has shipped and is expected to arrive within 3-5 business days. You can track it using the tracking number provided in your account."
292,Invoice #4521 Attached,Please find attached invoice #9090 for services rendered last month. Let us know if you have any questions regarding the charges.,legitimate,Invoice #4521 Attached Please find attached invoice #9090 for services rendered last month. Let us know if you have any questions regarding the charges.
293,Invoice #4521 Attached,Your monthly account statement is now available in your online banking portal under the statements section.,legitimate,Invoice #4521 Attached Your monthly account statement is now available in your online banking portal under the statements section.
294,Your Order Has Shipped,Your monthly account statement is now available in your online banking portal under the statements section.,legitimate,Your Order Has Shipped Your monthly account statement is now available in your online banking portal under the statements section.
295,Your Invoice is Overdue - Pay Immediately,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://apple-id-unlock.co/signin",phishing,"Your Invoice is Overdue - Pay Immediately Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://apple-id-unlock.co/signin"
296,Reminder: Doctor's Appointment on Monday,Welcome aboard! We're excited to have you join the team. Your manager will reach out with onboarding details and your first week schedule.,legitimate,Reminder: Doctor's Appointment on Monday Welcome aboard! We're excited to have you join the team. Your manager will reach out with onboarding details and your first week schedule.
297,Your Apple ID Has Been Locked,Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://apple-id-unlock.co/signin to receive the funds today.,phishing,Your Apple ID Has Been Locked Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://apple-id-unlock.co/signin to receive the funds today.
298,Your Apple ID Has Been Locked,Your Apple ID has been locked for security reasons. Click http://amazon-order-issue.support/reactivate and sign in with your Apple ID and password to unlock your account instantly.,phishing,Your Apple ID Has Been Locked Your Apple ID has been locked for security reasons. Click http://amazon-order-issue.support/reactivate and sign in with your Apple ID and password to unlock your account instantly.
299,Action Required: Verify Your Bank Account Now,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://netflix-billing-update.xyz/pay and login with your credentials to upgrade your storage now.,phishing,Action Required: Verify Your Bank Account Now This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://netflix-billing-update.xyz/pay and login with your credentials to upgrade your storage now.
300,Immediate Action Needed: Tax Refund Pending,Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://amazon-order-issue.support/reactivate to restore access.,phishing,Immediate Action Needed: Tax Refund Pending Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://amazon-order-issue.support/reactivate to restore access.
301,Your Apple ID Has Been Locked,Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://bankofamerica-alert.info/verify to receive the funds today.,phishing,Your Apple ID Has Been Locked Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://bankofamerica-alert.info/verify to receive the funds today.
302,Security Alert: Unusual Sign-in Activity Detected,"Congratulations! Your email has been randomly selected to win a Vacation Package to Bahamas. To claim your reward, please provide your bank details and click here: http://secure-verify-account.com/login",phishing,"Security Alert: Unusual Sign-in Activity Detected Congratulations! Your email has been randomly selected to win a Vacation Package to Bahamas. To claim your reward, please provide your bank details and click here: http://secure-verify-account.com/login"
303,Thanks for Attending Our Webinar,Congratulations on your well-deserved promotion to Senior Engineer! The whole team is proud of your hard work this year.,legitimate,Thanks for Attending Our Webinar Congratulations on your well-deserved promotion to Senior Engineer! The whole team is proud of your hard work this year.
304,Congratulations! You Are Selected for a Cash Prize,"We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://irs-refund-claim.online/verify, or your subscription will be cancelled.",phishing,"Congratulations! You Are Selected for a Cash Prize We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://irs-refund-claim.online/verify, or your subscription will be cancelled."
305,Final Notice: Update Your Payment Information,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://paypal-update-info.net/confirm",phishing,"Final Notice: Update Your Payment Information Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://paypal-update-info.net/confirm"
306,Your Apple ID Has Been Locked,"We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://amazon-order-issue.support/reactivate, or your subscription will be cancelled.",phishing,"Your Apple ID Has Been Locked We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://amazon-order-issue.support/reactivate, or your subscription will be cancelled."
307,Project Status Update - Q3 Report,"Hello, I wanted to share the Q3 project status report. Overall we are on track, with a few items pending review from the design team. Let me know if you have questions.",legitimate,"Project Status Update - Q3 Report Hello, I wanted to share the Q3 project status report. Overall we are on track, with a few items pending review from the design team. Let me know if you have questions."
308,Invoice #4521 Attached,Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.,legitimate,Invoice #4521 Attached Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.
309,Password Expiry Notice - Reset Now to Avoid Lockout,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://bankofamerica-alert.info/verify immediately and enter your password to secure your account.",phishing,"Password Expiry Notice - Reset Now to Avoid Lockout Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://bankofamerica-alert.info/verify immediately and enter your password to secure your account."
310,Welcome to the Team!,"Hi team, just a reminder that our meeting has been moved to 3 PM tomorrow in conference room B. Please review the attached agenda before joining.",legitimate,"Welcome to the Team! Hi team, just a reminder that our meeting has been moved to 3 PM tomorrow in conference room B. Please review the attached agenda before joining."
311,Project Status Update - Q3 Report,This is a reminder about your doctor's appointment scheduled for Monday at 10:30 AM. Please arrive 15 minutes early to complete paperwork.,legitimate,Project Status Update - Q3 Report This is a reminder about your doctor's appointment scheduled for Monday at 10:30 AM. Please arrive 15 minutes early to complete paperwork.
312,Your Flight Itinerary Confirmation,"Hi team, just a reminder that our meeting has been moved to 3 PM tomorrow in conference room B. Please review the attached agenda before joining.",legitimate,"Your Flight Itinerary Confirmation Hi team, just a reminder that our meeting has been moved to 3 PM tomorrow in conference room B. Please review the attached agenda before joining."
313,IMPORTANT: Your PayPal Account Has Been Limited,Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://bankofamerica-alert.info/verify to restore access.,phishing,IMPORTANT: Your PayPal Account Has Been Limited Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://bankofamerica-alert.info/verify to restore access.
314,Action Required: Verify Your Bank Account Now,"Congratulations! Your email has been randomly selected to win a Vacation Package to Bahamas. To claim your reward, please provide your bank details and click here: http://apple-id-unlock.co/signin",phishing,"Action Required: Verify Your Bank Account Now Congratulations! Your email has been randomly selected to win a Vacation Package to Bahamas. To claim your reward, please provide your bank details and click here: http://apple-id-unlock.co/signin"
315,Lunch this Friday?,"Hey, are you free for lunch this Friday around 1 PM? I was thinking we could try the new place downtown.",legitimate,"Lunch this Friday? Hey, are you free for lunch this Friday around 1 PM? I was thinking we could try the new place downtown."
316,Feedback on the Design Draft,"Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions.",legitimate,"Feedback on the Design Draft Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions."
317,Your Flight Itinerary Confirmation,Congratulations on your well-deserved promotion to Senior Engineer! The whole team is proud of your hard work this year.,legitimate,Your Flight Itinerary Confirmation Congratulations on your well-deserved promotion to Senior Engineer! The whole team is proud of your hard work this year.
318,Notes from Today's Standup Meeting,"Hi team, just a reminder that our meeting has been moved to 3 PM tomorrow in conference room B. Please review the attached agenda before joining.",legitimate,"Notes from Today's Standup Meeting Hi team, just a reminder that our meeting has been moved to 3 PM tomorrow in conference room B. Please review the attached agenda before joining."
319,Lunch this Friday?,"Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review.",legitimate,"Lunch this Friday? Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review."
320,Welcome to the Team!,This is a reminder about your doctor's appointment scheduled for Monday at 10:30 AM. Please arrive 15 minutes early to complete paperwork.,legitimate,Welcome to the Team! This is a reminder about your doctor's appointment scheduled for Monday at 10:30 AM. Please arrive 15 minutes early to complete paperwork.
321,Weekly Newsletter: Team Updates,This is a reminder about your doctor's appointment scheduled for Monday at 10:30 AM. Please arrive 15 minutes early to complete paperwork.,legitimate,Weekly Newsletter: Team Updates This is a reminder about your doctor's appointment scheduled for Monday at 10:30 AM. Please arrive 15 minutes early to complete paperwork.
322,Your Apple ID Has Been Locked,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://bankofamerica-alert.info/verify immediately and enter your password to secure your account.",phishing,"Your Apple ID Has Been Locked Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://bankofamerica-alert.info/verify immediately and enter your password to secure your account."
323,Your Invoice is Overdue - Pay Immediately,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://bankofamerica-alert.info/verify and login with your credentials to upgrade your storage now.,phishing,Your Invoice is Overdue - Pay Immediately This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://bankofamerica-alert.info/verify and login with your credentials to upgrade your storage now.
324,You've Won a $1000 Gift Card - Claim Now!,"Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://irs-refund-claim.online/verify to release your package.",phishing,"You've Won a $1000 Gift Card - Claim Now! Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://irs-refund-claim.online/verify to release your package."
325,Your Package Could Not Be Delivered - Confirm Address,Your Apple ID has been locked for security reasons. Click http://amazon-order-issue.support/reactivate and sign in with your Apple ID and password to unlock your account instantly.,phishing,Your Package Could Not Be Delivered - Confirm Address Your Apple ID has been locked for security reasons. Click http://amazon-order-issue.support/reactivate and sign in with your Apple ID and password to unlock your account instantly.
326,Your Netflix Subscription Payment Failed,Your Apple ID has been locked for security reasons. Click http://netflix-billing-update.xyz/pay and sign in with your Apple ID and password to unlock your account instantly.,phishing,Your Netflix Subscription Payment Failed Your Apple ID has been locked for security reasons. Click http://netflix-billing-update.xyz/pay and sign in with your Apple ID and password to unlock your account instantly.
327,Thanks for Attending Our Webinar,Your flight itinerary is confirmed for next Tuesday. Departure is at 9:15 AM. Please arrive at the airport at least two hours before departure.,legitimate,Thanks for Attending Our Webinar Your flight itinerary is confirmed for next Tuesday. Departure is at 9:15 AM. Please arrive at the airport at least two hours before departure.
328,Project Status Update - Q3 Report,"Hi, your recent order #2858 has shipped and is expected to arrive within 3-5 business days. You can track it using the tracking number provided in your account.",legitimate,"Project Status Update - Q3 Report Hi, your recent order #2858 has shipped and is expected to arrive within 3-5 business days. You can track it using the tracking number provided in your account."
329,You've Won a $1000 Gift Card - Claim Now!,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://bankofamerica-alert.info/verify",phishing,"You've Won a $1000 Gift Card - Claim Now! Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://bankofamerica-alert.info/verify"
330,Your Apple ID Has Been Locked,"We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://apple-id-unlock.co/signin, or your subscription will be cancelled.",phishing,"Your Apple ID Has Been Locked We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://apple-id-unlock.co/signin, or your subscription will be cancelled."
331,Security Alert: Unusual Sign-in Activity Detected,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://paypal-update-info.net/confirm and login with your credentials to upgrade your storage now.,phishing,Security Alert: Unusual Sign-in Activity Detected This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://paypal-update-info.net/confirm and login with your credentials to upgrade your storage now.
332,HR Notice: Update Your Payroll Details Immediately,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://irs-refund-claim.online/verify by end of day.",phishing,"HR Notice: Update Your Payroll Details Immediately As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://irs-refund-claim.online/verify by end of day."
333,Your Apple ID Has Been Locked,"Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://secure-verify-account.com/login to release your package.",phishing,"Your Apple ID Has Been Locked Dear user, your parcel is on hold at the courier facility due to unpaid customs fee of $2.99. Pay now at http://secure-verify-account.com/login to release your package."
334,Your Package Could Not Be Delivered - Confirm Address,Your Apple ID has been locked for security reasons. Click http://irs-refund-claim.online/verify and sign in with your Apple ID and password to unlock your account instantly.,phishing,Your Package Could Not Be Delivered - Confirm Address Your Apple ID has been locked for security reasons. Click http://irs-refund-claim.online/verify and sign in with your Apple ID and password to unlock your account instantly.
335,Your Netflix Subscription Payment Failed,"Congratulations! Your email has been randomly selected to win a Vacation Package to Bahamas. To claim your reward, please provide your bank details and click here: http://apple-id-unlock.co/signin",phishing,"Your Netflix Subscription Payment Failed Congratulations! Your email has been randomly selected to win a Vacation Package to Bahamas. To claim your reward, please provide your bank details and click here: http://apple-id-unlock.co/signin"
336,Invoice #4521 Attached,"Hey, are you free for lunch this Friday around 1 PM? I was thinking we could try the new place downtown.",legitimate,"Invoice #4521 Attached Hey, are you free for lunch this Friday around 1 PM? I was thinking we could try the new place downtown."
337,IMPORTANT: Your PayPal Account Has Been Limited,"We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://paypal-update-info.net/confirm, or your subscription will be cancelled.",phishing,"IMPORTANT: Your PayPal Account Has Been Limited We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://paypal-update-info.net/confirm, or your subscription will be cancelled."
338,Security Alert: Unusual Sign-in Activity Detected,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://irs-refund-claim.online/verify by end of day.",phishing,"Security Alert: Unusual Sign-in Activity Detected As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://irs-refund-claim.online/verify by end of day."
339,Your Order Has Shipped,Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.,legitimate,Your Order Has Shipped Thank you for attending our webinar on cloud security best practices. The recording and slides are attached for your reference.
340,Notes from Today's Standup Meeting,This is a friendly reminder to submit your timesheet for this week by end of day. Let HR know if you run into any issues with the portal.,legitimate,Notes from Today's Standup Meeting This is a friendly reminder to submit your timesheet for this week by end of day. Let HR know if you run into any issues with the portal.
341,Congratulations! You Are Selected for a Cash Prize,"Congratulations! Your email has been randomly selected to win a $1000 Walmart Gift Card. To claim your reward, please provide your bank details and click here: http://apple-id-unlock.co/signin",phishing,"Congratulations! You Are Selected for a Cash Prize Congratulations! Your email has been randomly selected to win a $1000 Walmart Gift Card. To claim your reward, please provide your bank details and click here: http://apple-id-unlock.co/signin"
342,Thanks for Attending Our Webinar,This is a friendly reminder to submit your timesheet for this week by end of day. Let HR know if you run into any issues with the portal.,legitimate,Thanks for Attending Our Webinar This is a friendly reminder to submit your timesheet for this week by end of day. Let HR know if you run into any issues with the portal.
343,Password Expiry Notice - Reset Now to Avoid Lockout,"Congratulations! Your email has been randomly selected to win a Vacation Package to Bahamas. To claim your reward, please provide your bank details and click here: http://secure-verify-account.com/login",phishing,"Password Expiry Notice - Reset Now to Avoid Lockout Congratulations! Your email has been randomly selected to win a Vacation Package to Bahamas. To claim your reward, please provide your bank details and click here: http://secure-verify-account.com/login"
344,Invoice #4521 Attached,Welcome aboard! We're excited to have you join the team. Your manager will reach out with onboarding details and your first week schedule.,legitimate,Invoice #4521 Attached Welcome aboard! We're excited to have you join the team. Your manager will reach out with onboarding details and your first week schedule.
345,IMPORTANT: Your PayPal Account Has Been Limited,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://apple-id-unlock.co/signin and login with your credentials to upgrade your storage now.,phishing,IMPORTANT: Your PayPal Account Has Been Limited This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://apple-id-unlock.co/signin and login with your credentials to upgrade your storage now.
346,Project Status Update - Q3 Report,"Hi, your recent order #9807 has shipped and is expected to arrive within 3-5 business days. You can track it using the tracking number provided in your account.",legitimate,"Project Status Update - Q3 Report Hi, your recent order #9807 has shipped and is expected to arrive within 3-5 business days. You can track it using the tracking number provided in your account."
347,Weekly Newsletter: Team Updates,"Hello, I wanted to share the Q3 project status report. Overall we are on track, with a few items pending review from the design team. Let me know if you have questions.",legitimate,"Weekly Newsletter: Team Updates Hello, I wanted to share the Q3 project status report. Overall we are on track, with a few items pending review from the design team. Let me know if you have questions."
348,Immediate Action Needed: Tax Refund Pending,"Congratulations! Your email has been randomly selected to win a $500 Amazon Voucher. To claim your reward, please provide your bank details and click here: http://bankofamerica-alert.info/verify",phishing,"Immediate Action Needed: Tax Refund Pending Congratulations! Your email has been randomly selected to win a $500 Amazon Voucher. To claim your reward, please provide your bank details and click here: http://bankofamerica-alert.info/verify"
349,Your Flight Itinerary Confirmation,This is a friendly reminder to submit your timesheet for this week by end of day. Let HR know if you run into any issues with the portal.,legitimate,Your Flight Itinerary Confirmation This is a friendly reminder to submit your timesheet for this week by end of day. Let HR know if you run into any issues with the portal.
350,Welcome to the Team!,"Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review.",legitimate,"Welcome to the Team! Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review."
351,Congratulations on Your Promotion,"Hello, I wanted to share the Q3 project status report. Overall we are on track, with a few items pending review from the design team. Let me know if you have questions.",legitimate,"Congratulations on Your Promotion Hello, I wanted to share the Q3 project status report. Overall we are on track, with a few items pending review from the design team. Let me know if you have questions."
352,Reminder: Submit Timesheet by EOD,"Sharing the notes from today's standup: we discussed sprint progress, blockers, and next steps for the release. Full notes are attached.",legitimate,"Reminder: Submit Timesheet by EOD Sharing the notes from today's standup: we discussed sprint progress, blockers, and next steps for the release. Full notes are attached."
353,Your Invoice is Overdue - Pay Immediately,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://apple-id-unlock.co/signin by end of day.",phishing,"Your Invoice is Overdue - Pay Immediately As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://apple-id-unlock.co/signin by end of day."
354,You've Won a $1000 Gift Card - Claim Now!,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://amazon-order-issue.support/reactivate immediately and enter your password to secure your account.",phishing,"You've Won a $1000 Gift Card - Claim Now! Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://amazon-order-issue.support/reactivate immediately and enter your password to secure your account."
355,Your Netflix Subscription Payment Failed,This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://apple-id-unlock.co/signin and login with your credentials to upgrade your storage now.,phishing,Your Netflix Subscription Payment Failed This is an urgent notice from the IT department. Your mailbox will exceed its limit. Click http://apple-id-unlock.co/signin and login with your credentials to upgrade your storage now.
356,Your Package Could Not Be Delivered - Confirm Address,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://paypal-update-info.net/confirm immediately and enter your password to secure your account.",phishing,"Your Package Could Not Be Delivered - Confirm Address Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://paypal-update-info.net/confirm immediately and enter your password to secure your account."
357,Project Status Update - Q3 Report,Please find attached invoice #2868 for services rendered last month. Let us know if you have any questions regarding the charges.,legitimate,Project Status Update - Q3 Report Please find attached invoice #2868 for services rendered last month. Let us know if you have any questions regarding the charges.
358,Your Invoice is Overdue - Pay Immediately,Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://irs-refund-claim.online/verify to receive the funds today.,phishing,Your Invoice is Overdue - Pay Immediately Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://irs-refund-claim.online/verify to receive the funds today.
359,Your Apple ID Has Been Locked,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://secure-verify-account.com/login by end of day.",phishing,"Your Apple ID Has Been Locked As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://secure-verify-account.com/login by end of day."
360,Your Apple ID Has Been Locked,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://paypal-update-info.net/confirm",phishing,"Your Apple ID Has Been Locked Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://paypal-update-info.net/confirm"
361,Your Apple ID Has Been Locked,"Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://irs-refund-claim.online/verify immediately and enter your password to secure your account.",phishing,"Your Apple ID Has Been Locked Security Alert: Someone tried to access your account from an unrecognized device. If this wasn't you, click http://irs-refund-claim.online/verify immediately and enter your password to secure your account."
362,Lunch this Friday?,Your monthly account statement is now available in your online banking portal under the statements section.,legitimate,Lunch this Friday? Your monthly account statement is now available in your online banking portal under the statements section.
363,Congratulations on Your Promotion,"Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review.",legitimate,"Congratulations on Your Promotion Thanks for sharing the design draft. Overall it looks great, I left a few comments on the layout and color scheme for your review."
364,Feedback on the Design Draft,Welcome aboard! We're excited to have you join the team. Your manager will reach out with onboarding details and your first week schedule.,legitimate,Feedback on the Design Draft Welcome aboard! We're excited to have you join the team. Your manager will reach out with onboarding details and your first week schedule.
365,Your Netflix Subscription Payment Failed,Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://amazon-order-issue.support/reactivate to restore access.,phishing,Your Netflix Subscription Payment Failed Your account has been temporarily limited due to suspicious login attempts. Please confirm your password and card number immediately at http://amazon-order-issue.support/reactivate to restore access.
366,Meeting Rescheduled to 3 PM Tomorrow,Your flight itinerary is confirmed for next Tuesday. Departure is at 9:15 AM. Please arrive at the airport at least two hours before departure.,legitimate,Meeting Rescheduled to 3 PM Tomorrow Your flight itinerary is confirmed for next Tuesday. Departure is at 9:15 AM. Please arrive at the airport at least two hours before departure.
367,Your Amazon Order Could Not Be Processed,Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://amazon-order-issue.support/reactivate to receive the funds today.,phishing,Your Amazon Order Could Not Be Processed Your tax refund of $850.00 is ready for direct deposit. Verify your identity and bank account number at http://amazon-order-issue.support/reactivate to receive the funds today.
368,Reminder: Doctor's Appointment on Monday,"Hi, your recent order #4912 has shipped and is expected to arrive within 3-5 business days. You can track it using the tracking number provided in your account.",legitimate,"Reminder: Doctor's Appointment on Monday Hi, your recent order #4912 has shipped and is expected to arrive within 3-5 business days. You can track it using the tracking number provided in your account."
369,IMPORTANT: Your PayPal Account Has Been Limited,"Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://apple-id-unlock.co/signin",phishing,"IMPORTANT: Your PayPal Account Has Been Limited Dear Customer, we detected unusual activity on your account. Click the link below to verify your identity within 24 hours or your account will be permanently suspended. http://apple-id-unlock.co/signin"
370,Notes from Today's Standup Meeting,"Hey, are you free for lunch this Friday around 1 PM? I was thinking we could try the new place downtown.",legitimate,"Notes from Today's Standup Meeting Hey, are you free for lunch this Friday around 1 PM? I was thinking we could try the new place downtown."
371,Lunch this Friday?,"Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions.",legitimate,"Lunch this Friday? Hi everyone, here is this week's newsletter with updates from each department. Please read through it and reach out to your manager with any questions."
372,Monthly Statement Now Available,"Hey, are you free for lunch this Friday around 1 PM? I was thinking we could try the new place downtown.",legitimate,"Monthly Statement Now Available Hey, are you free for lunch this Friday around 1 PM? I was thinking we could try the new place downtown."
373,Weekly Newsletter: Team Updates,"Hi team, just a reminder that our meeting has been moved to 3 PM tomorrow in conference room B. Please review the attached agenda before joining.",legitimate,"Weekly Newsletter: Team Updates Hi team, just a reminder that our meeting has been moved to 3 PM tomorrow in conference room B. Please review the attached agenda before joining."
374,HR Notice: Update Your Payroll Details Immediately,"As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://apple-id-unlock.co/signin by end of day.",phishing,"HR Notice: Update Your Payroll Details Immediately As part of our annual audit, HR requires all employees to re-confirm payroll and social security details via the secure portal at http://apple-id-unlock.co/signin by end of day."
375,Your Package Could Not Be Delivered - Confirm Address,"We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://paypal-update-info.net/confirm, or your subscription will be cancelled.",phishing,"Your Package Could Not Be Delivered - Confirm Address We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://paypal-update-info.net/confirm, or your subscription will be cancelled."
376,Security Alert: Unusual Sign-in Activity Detected,"We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://bankofamerica-alert.info/verify, or your subscription will be cancelled.",phishing,"Security Alert: Unusual Sign-in Activity Detected We were unable to process your recent payment. Please update your billing information within 48 hours by visiting http://bankofamerica-alert.info/verify, or your subscription will be cancelled."
377,Monthly Statement Now Available,Your monthly account statement is now available in your online banking portal under the statements section.,legitimate,Monthly Statement Now Available Your monthly account statement is now available in your online banking portal under the statements section.
